	index	Datum uitspraak:	Datum publicatie:	Rechtsgebieden:	Bijzondere kenmerken:	Vindplaatsen:	Inhoudsindicatie:	Formele relaties:
129	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2022:6076&showbutton=true	25-10-2022	25-10-2022	Civiel recht	Kort geding	Rechtspraak.nl	"De AFM hoeft een aangifte van handel met voorwetenschap door twee handelaren niet in te trekken of aan te passen. De AFM handelt niet onrechtmatig door haar standpunt te handhaven dat zij een redelijk vermoeden van handel met voorwetenschap heeft, oo...  
                 meer"	
130	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGEL:2022:6003&showbutton=true	25-10-2022	26-10-2022	Personen- en familierecht	Eerste aanleg - enkelvoudig, Beschikking	Rechtspraak.nl	"De minderjarige die onder voogdij staat heeft op grond van artikel 1:265d BW een verzoek gedaan tot opheffing van de gesloten plaatsing. Formeel gezien heeft dit artikel betrekking op de situatie waarin een of beide ouders het gezag hebben. De kinder...  
                 meer"	
131	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2022:9075&showbutton=true	25-10-2022	27-10-2022	Civiel recht	Kort geding	Rechtspraak.nl	Kort geding. Gevorderd contactverbod voor zus wordt toegewezen. Uitzondering dat contact geoorloofd is wanneer de gezondheidstoestand van moeder dat vergt.	
132	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2022:9042&showbutton=true	25-10-2022	27-10-2022	Personen- en familierecht	Beschikking	Rechtspraak.nl	"Verplichte zorg bij anorexia nervosa purgerende type. Het gaat inmiddels beter en de verplichte zorg kan iets worden verminderd. Toch is er nog verplichte zorg nodig in de vorm van verplichte medische controles, therapeutische maatregelen en ambulant...  
                 meer"	
133	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3119&showbutton=true	25-10-2022	27-10-2022	Civiel recht	Kort geding	Rechtspraak.nl	Eiseres vordert medewerking van gedaagde aan het ondertekenen van een opdrachtovereenkomst inzake de waardebepaling van gezamenlijke onderneming. Vorderingen worden afgewezen vanwege het ontbreken van spoedeisend belang.	
134	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3099&showbutton=true	25-10-2022	27-10-2022	Civiel recht	Eerste aanleg - enkelvoudig	Rechtspraak.nl	"Eiser heeft een motorboot gekocht van gedaagde en stelt dat de boot non-conform is, omdat (de motor van) de boot niet voldoet aan de verwachtingen die hij daarvan mocht hebben. Gedaagde betwist dit en stelt dat hij aan zijn mededelingsplicht heeft vo...  
                 meer"	
135	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2022:11165&showbutton=true	25-10-2022	28-10-2022	Civiel recht	Kort geding	Rechtspraak.nl	Kort geding. Dat gedaagden zich onrechtmatig over eiseres hebben uitgelaten door negatieve ervaringen in een Whatsapp-groep te delen of dat zij onrechtmatig jegens eiseres hebben gehandeld is niet aannemelijk geworden. De vorderingen worden afgewezen.	
136	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2022:6136&showbutton=true	25-10-2022	28-10-2022	Civiel recht	Eerste aanleg - enkelvoudig	Rechtspraak.nl	Een leasebedrijf moet een leaserijder ruim 4.000 euro terugbetalen.	
137	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2022:6169&showbutton=true	25-10-2022	26-10-2022	Civiel recht	Bodemzaak	"AR-Updates.nl 2022-1179 
            
            Rechtspraak.nl"	Ontslag op staande voet. De rectificatie van de partijaanduiding in het verzoekschrift wordt toegestaan. Het was voor de bestuurder kenbaar tegen wie het verzoek was gericht. De partij is niet benadeeld door de vergissing én de rectificatie en zij is daardoor niet in haar verdediging geschaad.	
138	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3118&showbutton=true	25-10-2022	27-10-2022	Arbeidsrecht	Kort geding	"AR-Updates.nl 2022-1202 
            
            Rechtspraak.nl"	Ontslag op staande voet ten onrechte gegeven. Geen sprake van een dringende reden.	
139	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2022:4293&showbutton=true	25-10-2022	31-10-2022	Civiel recht	Wraking	Rechtspraak.nl	Wrakingszaak. Niet beslissen voorafgaand of aan het begin van de zitting over het al dan niet nemen van een akte is een procesbeslissing. Hieruit blijkt niet van vooringenomenheid. Het opmaken van een proces-verbaal buiten partijen is geen grond voor wraking. Wrakingsverzoek ongegrond.	
140	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2022:4292&showbutton=true	25-10-2022	31-10-2022	Civiel recht	Wraking	Rechtspraak.nl	Wrakingszaak. Wrakingsgrond dat de rechter niet naar verzoeker wilde luisteren en verzoeker daarom niet zo wordt behandeld als andere Nederlanders slaagt niet. dit blijkt niet uit het proces-verbaal van zitting. Wrakingsverzoek ongegrond.	
141	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3149&showbutton=true	25-10-2022	31-10-2022	Civiel recht	Eerste aanleg - enkelvoudig, Tussenuitspraak	Rechtspraak.nl	Gevorderde ontruiming wegens huurachterstand. Gedaagde wordt in de gelegenheid gesteld om te bewijzen dat hij de huur heeft voldaan.	
142	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2022:8265&showbutton=true	25-10-2022	01-11-2022	Arbeidsrecht	Eerste aanleg - enkelvoudig	Rechtspraak.nl	"Ontslag tijdens proeftijd. 
Verzoekster wordt nog voordat ze in dienst getreden is bij werkgever ontslagen. 
Verzoekster is gediagnostiseerd met een agressieve vorm van longkanker en zij meldt dit bij haar nieuwe werkgever. 
Verzoekster vecht het pro...  
                 meer"	
143	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2022:5906&showbutton=true	25-10-2022	06-11-2022	Civiel recht	Eerste aanleg - enkelvoudig	Rechtspraak.nl	Huurders hebben onjuiste inlichtingen aan verhuurster verstrekt. Verklaring voor recht dat de huurovereenkomst op grond van dwaling buitengerechtelijk is vernietigd.	
144	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3173&showbutton=true	25-10-2022	02-11-2022	Civiel recht	Eerste aanleg - enkelvoudig	Rechtspraak.nl	Eindvonnis in vrijwaringszaak. Eiseres in vrijwaring heeft onvoldoende onderbouwd dat zij gedaagde in vrijwaring kent en dat hij verantwoordelijk is voor de Whatsappfraude waarvoor zij in de hoofdzaak is veroordeeld.	Tussenuitspraak: ECLI:NL:RBOVE:2022:1680
145	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2022:11344&showbutton=true	25-10-2022	09-11-2022	Civiel recht	Beschikking	Rechtspraak.nl	Verzoek van het Openbaar Ministerie strekkende tot ontslag van bestuurders van een stichting toegewezen.	
146	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2022:11174&showbutton=true	25-10-2022	09-11-2022	Civiel recht	Kort geding	Rechtspraak.nl	Kort geding. Mondeling vonnis 30p Rv. Geldvordering in conventie en opheffing beslag in reconventie worden afgewezen. Geldvordering is onvoldoende aannemelijk en reconventionele vordering is niet onderbouwd.	
147	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOVE:2022:3108&showbutton=true	24-10-2022	26-10-2022	Arbeidsrecht	Kort geding	"AR-Updates.nl 2022-1177 
            
            Rechtspraak.nl"	"Concurrentiebeding. De voorzieningenrechter is van oordeel dat eiseres onvoldoende onderbouwd heeft gesteld dat haar bedrijfsdebiet substantieel en stelselmatig wordt afgebroken. In tegendeel, eiseres erkent dat van afbreuk op dit moment nog geen spr...  
                 meer"	
148	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2022:6191&showbutton=true	24-10-2022	28-10-2022	Civiel recht	Eerste aanleg - enkelvoudig	"AR-Updates.nl 2022-1187 
            
            Rechtspraak.nl"	Ontbinding van de arbeidsovereenkomst is toegewezen	
149	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2022:3924&showbutton=true	24-10-2022	28-10-2022	Civiel recht	Op tegenspraak, Beschikking	"AR-Updates.nl 2022-1201 
            
            Rechtspraak.nl"	Ontbinding van de arbeidsovereenkomst wegens verwijtbaar handelen werknemer; signaal discriminatie, niet meewerken aan intern onderzoek, wijze van benaderen collega’s veroorzaakt onrust binnen werkgever	
150	https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2022:9029&showbutton=true	24-10-2022	01-11-2022	Aanbestedingsrecht	Kort geding	Rechtspraak.nl	KG. Gedaagde is overheidslichaam. Mag gedaagde onroerend goed verkopen aan derde zonder openbare selectieprocedure? Toepassing Didam-arrest. Antwoord: Nee. Beroep van gedaagde op uitzondering van dat arrest faalt. Selectieprocedure is vereist.	
